sample	sample_id	unit	platform	library	flowcell	lane	fq1	fq2
s145	T200114	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200114_T2088_7D_S52_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200114_T2088_7D_S52_L002_R2_001.fastq.gz
s146	T200115	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200115_T2088_7E_S53_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200115_T2088_7E_S53_L002_R2_001.fastq.gz
s147	T200116	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200116_T2088_7F_S54_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200116_T2088_7F_S54_L002_R2_001.fastq.gz
s148	T200117	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200117_T2088_7G_S55_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200117_T2088_7G_S55_L002_R2_001.fastq.gz
s149	T200118	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200118_T2088_7H_S56_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200118_T2088_7H_S56_L002_R2_001.fastq.gz
s150	T200119	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200119_T2088_8A_S57_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200119_T2088_8A_S57_L002_R2_001.fastq.gz
s151	T200120	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200120_T2088_8B_S58_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200120_T2088_8B_S58_L002_R2_001.fastq.gz
s152	T200121	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200121_T2088_8C_S59_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200121_T2088_8C_S59_L002_R2_001.fastq.gz
s153	T200122	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200122_T2088_8D_S60_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200122_T2088_8D_S60_L002_R2_001.fastq.gz
s154	T200123	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200123_T2088_8E_S61_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200123_T2088_8E_S61_L002_R2_001.fastq.gz
s155	T200124	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200124_T2088_8F_S62_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200124_T2088_8F_S62_L002_R2_001.fastq.gz
s156	T200125	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200125_T2088_8G_S63_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200125_T2088_8G_S63_L002_R2_001.fastq.gz
s157	T200126	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200126_T2088_8H_S64_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200126_T2088_8H_S64_L002_R2_001.fastq.gz
s158	T200127	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200127_T2088_9A_S65_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200127_T2088_9A_S65_L002_R2_001.fastq.gz
s159	T200128	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200128_T2088_9B_S66_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200128_T2088_9B_S66_L002_R2_001.fastq.gz
s160	T200129	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200129_T2088_9C_S67_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200129_T2088_9C_S67_L002_R2_001.fastq.gz
s161	T200130	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200130_T2088_9D_S68_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200130_T2088_9D_S68_L002_R2_001.fastq.gz
s162	T200131	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200131_T2088_9E_S69_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200131_T2088_9E_S69_L002_R2_001.fastq.gz
s163	T200132	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200132_T2088_9F_S70_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200132_T2088_9F_S70_L002_R2_001.fastq.gz
s164	T200133	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200133_T2088_9G_S71_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200133_T2088_9G_S71_L002_R2_001.fastq.gz
s165	T200134	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200134_T2088_9H_S72_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200134_T2088_9H_S72_L002_R2_001.fastq.gz
s166	T200135	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200135_T2088_10A_S81_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200135_T2088_10A_S81_L002_R2_001.fastq.gz
s167	T200136	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200136_T2088_10B_S82_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200136_T2088_10B_S82_L002_R2_001.fastq.gz
s168	T200137	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200137_T2088_10C_S83_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200137_T2088_10C_S83_L002_R2_001.fastq.gz
s169	T200138	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200138_T2088_10D_S84_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200138_T2088_10D_S84_L002_R2_001.fastq.gz
s170	T200139	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200139_T2088_10E_S85_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200139_T2088_10E_S85_L002_R2_001.fastq.gz
s171	T200140	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200140_T2088_10F_S86_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200140_T2088_10F_S86_L002_R2_001.fastq.gz
s172	T200141	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200141_T2088_10G_S87_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200141_T2088_10G_S87_L002_R2_001.fastq.gz
s173	T200142	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200142_T2088_10H_S88_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200142_T2088_10H_S88_L002_R2_001.fastq.gz
s174	T200143	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200143_T2088_11A_S89_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200143_T2088_11A_S89_L002_R2_001.fastq.gz
s175	T200144	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200144_T2088_11B_S90_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200144_T2088_11B_S90_L002_R2_001.fastq.gz
s176	T200145	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200145_T2088_11C_S91_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200145_T2088_11C_S91_L002_R2_001.fastq.gz
s177	T200146	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200146_T2088_11D_S92_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200146_T2088_11D_S92_L002_R2_001.fastq.gz
s178	T200147	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200147_T2088_11E_S93_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200147_T2088_11E_S93_L002_R2_001.fastq.gz
s179	T200148	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200148_T2088_11F_S94_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200148_T2088_11F_S94_L002_R2_001.fastq.gz
s180	T200149	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200149_T2088_11G_S95_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200149_T2088_11G_S95_L002_R2_001.fastq.gz
s181	T200150	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200150_T2088_11H_S96_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200150_T2088_11H_S96_L002_R2_001.fastq.gz
s182	T200151	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200151_T2088_12A_S1_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200151_T2088_12A_S1_L002_R2_001.fastq.gz
s183	T200152	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200152_T2088_12B_S2_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200152_T2088_12B_S2_L002_R2_001.fastq.gz
s184	T200153	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200153_T2088_12C_S3_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200153_T2088_12C_S3_L002_R2_001.fastq.gz
s185	T200154	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200154_T2088_12D_S4_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200154_T2088_12D_S4_L002_R2_001.fastq.gz
s186	T200155	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200155_T2088_12E_S5_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200155_T2088_12E_S5_L002_R2_001.fastq.gz
s187	T200156	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200156_T2088_12F_S78_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200156_T2088_12F_S78_L002_R2_001.fastq.gz
s188	T200157	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200157_T2088_12G_S7_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200157_T2088_12G_S7_L002_R2_001.fastq.gz
s189	T200158	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200158_T2088_12H_S8_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200158_T2088_12H_S8_L002_R2_001.fastq.gz
s190	T200424	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200424_T2091_10B_S75_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200424_T2091_10B_S75_L002_R2_001.fastq.gz
s191	T200425	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200425_T2091_10C_S79_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200425_T2091_10C_S79_L002_R2_001.fastq.gz
s192	T200426	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200426_T2091_10D_S80_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200426_T2091_10D_S80_L002_R2_001.fastq.gz
s193	T200159	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200159_T2089_1A_S1_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200159_T2089_1A_S1_L003_R2_001.fastq.gz
s194	T200160	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200160_T2089_1B_S2_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200160_T2089_1B_S2_L003_R2_001.fastq.gz
s195	T200161	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200161_T2089_1C_S3_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200161_T2089_1C_S3_L003_R2_001.fastq.gz
s196	T200162	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200162_T2089_1D_S4_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200162_T2089_1D_S4_L003_R2_001.fastq.gz
s197	T200163	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200163_T2089_1E_S5_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200163_T2089_1E_S5_L003_R2_001.fastq.gz
s198	T200164	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200164_T2089_1F_S6_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200164_T2089_1F_S6_L003_R2_001.fastq.gz
s199	T200165	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200165_T2089_1G_S7_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200165_T2089_1G_S7_L003_R2_001.fastq.gz
s200	T200166	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200166_T2089_1H_S8_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200166_T2089_1H_S8_L003_R2_001.fastq.gz
s201	T200167	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200167_T2089_2A_S9_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200167_T2089_2A_S9_L003_R2_001.fastq.gz
s202	T200168	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200168_T2089_2B_S10_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200168_T2089_2B_S10_L003_R2_001.fastq.gz
s203	T200169	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200169_T2089_2C_S11_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200169_T2089_2C_S11_L003_R2_001.fastq.gz
s204	T200170	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200170_T2089_2D_S12_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200170_T2089_2D_S12_L003_R2_001.fastq.gz
s205	T200171	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200171_T2089_2E_S13_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200171_T2089_2E_S13_L003_R2_001.fastq.gz
s206	T200172	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200172_T2089_2F_S14_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200172_T2089_2F_S14_L003_R2_001.fastq.gz
s207	T200173	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200173_T2089_2G_S15_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200173_T2089_2G_S15_L003_R2_001.fastq.gz
s208	T200174	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200174_T2089_2H_S16_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200174_T2089_2H_S16_L003_R2_001.fastq.gz
s209	T200175	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200175_T2089_3A_S17_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200175_T2089_3A_S17_L003_R2_001.fastq.gz
s210	T200176	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200176_T2089_3B_S18_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200176_T2089_3B_S18_L003_R2_001.fastq.gz
s211	T200177	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200177_T2089_3C_S19_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200177_T2089_3C_S19_L003_R2_001.fastq.gz
s212	T200178	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200178_T2089_3D_S20_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200178_T2089_3D_S20_L003_R2_001.fastq.gz
s213	T200179	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200179_T2089_3E_S21_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200179_T2089_3E_S21_L003_R2_001.fastq.gz
s214	T200180	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200180_T2089_3F_S22_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200180_T2089_3F_S22_L003_R2_001.fastq.gz
s215	T200181	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200181_T2089_3G_S23_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200181_T2089_3G_S23_L003_R2_001.fastq.gz
s216	T200182	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200182_T2089_3H_S24_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200182_T2089_3H_S24_L003_R2_001.fastq.gz
